"","TICKER","CIK","CONAME"
"8341","MSTR",1050446,"MICROSTRATEGY INC"
"8342","MSX",745448,"MASCOTECH INC"
"8346","MT",774350,"MEDITRUST"
"8348","MTB",36270,"M & T BANK CORP"
"8352","MTC",67686,"MONSANTO CO"
"8357","MTD",1037646,"METTLER TOLEDO INTERNATIONAL INC"
"8361","MTEL",842915,"MOBILE TELECOMMUNICATIONS TECHS"
"8363","MTG",876437,"M G I C INVESTMENT CORP WIS"
"8366","MTG",876437,"MGIC INVESTMENT CORP"
"8369","MTH",833079,"MERITAGE HOMES CORP"
"8370","MTL",64907,"MERCANTILE BANCORPORATION INC"
"8374","MTLX",732780,"MARINE TRANSPORT CORP"
"8375","MTN",812011,"VAIL RESORTS INC"
"8377","MTNT",1016718,"METRO NETWORKS INC"
"8379","MTON",920990,"METRO ONE TELECOMMUNICATIONS INC"
"8381","MTOR",64782,"MERITOR SAVINGS BANK"
"8382","MTP",67727,"MONTANA POWER CO"
"8388","MTRC",64907,"MERCANTILE BANCORPORATION INC"
"8389","MTSC",68709,"MTS SYSTEMS CORP"
"8390","MTW",61986,"MANITOWOC INC"
"8394","MTW",61986,"MANITOWOC CO INC"
"8396","MTW",61986,"THE MANITOWOC COMPANY INC"
"8397","MTX",891014,"MINERALS TECHNOLOGIES INC"
"8402","MTZ",15615,"MASTEC INC"
"8407","MU",723125,"MICRON TECHNOLOGY INC"
"8414","MUN",69067,"MUNSINGWEAR INC"
"8415","MUR",717423,"MURPHY OIL CORP"
"8423","MUSE",1036425,"MICROMUSE INC"
"8426","MVK",869087,"MAVERICK TUBE CORP"
"8428","MVL",355473,"MANVILLE CORP"
"8431","MVL",933730,"MARVEL ENTERTAINMENT INC"
"8432","MVSN",1027443,"MACROVISION CORP"
"8435","MW",884217,"MEN'S WEARHOUSE INC"
"8437","MW",884217,"THE MENS WEARHOUSE INC"
"8438","MWD",895421,"MORGAN STANLEY DEAN WITTER D & C"
"8440","MWD",895421,"MORGAN STANLEY"
"8443","MWE",740072,"MIDWEST ENERGY CO"
"8444","MWHS",892872,"MICRO WAREHOUSE INC"
"8446","MWL",920321,"MAIL WELL INC"
"8448","MWR",1009526,"MIDWEST RESOURCES INC"
"8449","MWR",1009526,"MIDAMERICAN ENERGY CO"
"8450","MWT",915775,"MCWHORTER TECHNOLOGIES INC"
"8452","MWV",1159297,"MEADWESTVACO CORP"
"8454","MWY",1022080,"MIDWAY GAMES INC"
"8458","MX",751190,"MEASUREX CORP"
"8461","MXIM",743316,"MAXIM INTEGRATED PRODUCTS INC"
"8465","MXIM",743316,"MAXIM INTEGRATED PRODUCTS"
"8466","MXM",63814,"MAXXAM INC"
"8472","MXO",711039,"MAXTOR CORP"
"8473","MXP",877930,"MESA INC"
"8475","MXS",724176,"MAXUS ENERGY CORP"
"8477","MXT",1021061,"METRIS COS INC"
"8479","MXTR",711039,"MAXTOR CORP"
"8482","MYCO",813742,"MYCOGEN CORP"
"8483","MYE",69488,"MYERS INDUSTRIES INC"
"8488","MYG",63541,"MAYTAG CORP"
"8496","MYL",69499,"MYLAN LABS INC"
"8501","MYL",69499,"MYLAN LABORATORIES INC"
"8504","MYR",817946,"MAYOR'S JEWELERS INC"
"8505","MZ",716823,"MILACRON INC"
"8509",NA,932130,"NABISCO HOLDINGS CORP"
"8510","NACC",1004981,"NATIONAL AUTO CREDIT INC"
"8511","NAE",7314,"NORAM ENERGY CORP"
"8513","NAFC",69671,"NASH FINCH COMPANY"
"8518","NAFC",69671,"NASH FINCH CO"
"8521","NAK",1004981,"NATIONAL AUTO CREDIT INC NEW"
"8522","NAP",1016277,"NATIONAL PROCESSING INC"
"8523","NAPS",1122787,"NAPSTER INC"
"8524","NARA",1128361,"NARA BANCORP INC"
"8525","NATI",935494,"NATIONAL INSTRUMENTS CORP"
"8529","NATR",275053,"NATURES SUNSHINE PRODUCTS INC"
"8531","NATR",275053,"NATURE'S SUNSHINE PRODUCTS INC"
"8533","NAUT",93736,"NAUTICA ENTERPRISES INC"
"8536","NAV",808450,"NAVISTAR INTERNATIONAL CORP"
"8544","NAVI",1084750,"NAVISITE INC"
"8545","NB",70858,"NATIONSBANK CORP"
"8548","NBB",829732,"N B B BANCORP INC"
"8550","NBD",70040,"N B D BANCORP INC"
"8553","NBI",313518,"N B I INC"
"8554","NBIC",72740,"NORTHEAST BANCORP INC"
"8555","NBIX",914475,"NEUROCRINE BIOSCIENCES INC"
"8556","NBIX",914475,"NEUROCRINE BIOSCIENCES"
"8557","NBL",72207,"NOBLE AFFILIATES INC"
"8562","NBL",72207,"NOBLE ENERGY INC"
"8565","NBR",1163739,"NABORS INDUSTRIES INC"
"8569","NBR",1163739,"NABORS INDUSTRIES LTD"
"8570","NBTB",790359,"NBT BANCORP INC"
"8571","NBTY",70793,"N B T Y INC"
"8573","NBTY",70793,"NBTY INC"
"8574","NC",789933,"NACCO INDUSTRIES INC"
"8581","NCB",70858,"N C N B CORP"
"8582","NCBC",101844,"NATIONAL COMMERCE BANCORPORATION"
"8583","NCBR",841534,"NATIONAL COMMUNITY BANKS INC"
"8585","NCC",69970,"NATIONAL CITY CORP"
"8593","NCE",1004858,"NEW CENTURY ENERGIES INC"
"8595","NCEH",1013706,"NEW CENTURY EQUITY HOLDINGS CORP"
"8596","NCEN",1287286,"NEW CENTURY FINANCIAL CORP"
"8597","NCF",101844,"NATIONAL COMMERCE FINANCIAL CORP"
"8599","NCH",69960,"N C H CORP"
"8605","NCI",1019737,"NAVIGANT CONSULTING INC"
"8609","NCOG",1022608,"NCO GROUP INC"
"8612","NCR",70866,"N C R CORP"
"8613","NCR",70866,"N C R CORP NEW"
"8615","NCR",70866,"NCR CORP"
"8617","NCR",70866,"NCR CORPORATION"
"8618","NCS",883902,"NCI BUILDING SYSTEMS INC"
"8619","NCS",314662,"NATIONAL CONVENIENCE STORES"
"8620","NCS",314662,"NATIONAL CONVENIENCE STORES INC"
"8621","NCSS",1004990,"NCS HEALTHCARE INC"
"8622","NCSS",1004990,"N C S HEALTHCARE INC"
"8623","NCT",1175483,"NEWCASTLE INVT CORP"
"8624","NDC",70033,"NATIONAL DATA CORP"
"8627","NDC",70033,"NDCHEALTH CORP"
"8630","NDE",773468,"INDYMAC BANCORP INC"
"8633","NDN",1011290,"99 CENTS ONLY STORES"
"8636","NDSN",72331,"NORDSON CORP"
"8644","NDTA",70033,"NATIONAL DATA CORP"
"8646","NE",1169055,"NOBLE DRILLING CORP"
"8648","NE",1169055,"NOBLE CORP"
"8649","NEB",71322,"BANK NEW ENGLAND CORP"
"8650","NEB",205700,"NEW ENGLAND BUSINESS SVC INC"
"8652","NEB",205700,"NEW ENGLAND BUSINESS SERVICE INC"
"8654","NEBS",205700,"NEW ENGLAND BUSINESS SVC INC"
"8656","NEC",277821,"NATIONAL EDUCATION CORP"
"8659","NEG",1046861,"ENERGY EAST CORP"
"8660","NELL",799290,"NELLCOR INC"
"8662","NEM",1164727,"NEWMONT MINING CORP"
"8669","NEM",1164727,"NEWMONT MINING CORP HOLDING COMPANY"
"8670","NER",748581,"NERCO INC"
"8672","NES",71297,"NEW ENGLAND ELEC SYS"
"8677","NET",890801,"NETWORKS ASSOCIATES INC"
"8678","NETA",890801,"NETWORKS ASSOCIATES INC"
"8681","NETE",840824,"NETEGRITY INC"
"8683","NEU",1068144,"NEUBERGER BERMAN INC"
"8684","NEU",1282637,"NEWMARKET CORP"
"8685","NEV",861819,"NUEVO ENERGY CO"
"8689","NEW",1287286,"NEW CENTURY FINANCIAL CORP"
"8690","NEWP",225263,"NEWPORT CORP"
"8695","NFB",352510,"NORTH FORK BANCORPORATION NY INC"
"8697","NFB",352510,"NORTH FORK BANCORPORATION INC"
"8700","NFG",70145,"NATIONAL FUEL GAS CO N J"
"8705","NFG",70145,"NATIONAL FUEL GAS CO"
"8708","NFLX",1065280,"NETFLIX INC"
"8709","NFO",897940,"N F O WORLDWIDE INC"
"8711","NFS",1029786,"NATIONWIDE FINANCIAL SERVICES IN"
"8712","NFS",1029786,"NATIONWIDE FINANCIAL SERVICES INC"
"8715","NFX",912750,"NEWFIELD EXPLORATION CO"
"8720","NGA",836666,"ASSOCIATED NATURAL GAS CORP"
"8721","NGE",1046861,"NEW YORK ST ELEC & GAS CORP"
"8725","NGH",847903,"NABISCO GROUP HOLDINGS CORP"
"8726","NGNA",71125,"NEUTROGENA CORP"
"8728","NH",920148,"NATIONAL HEALTH LABORATORIES INC"
"8729","NHP",780053,"NATIONWIDE HEALTH PROPERTIES"
"8730","NHP",780053,"NATIONWIDE HEALTH PROPERTIES INC"
"8731","NI",1111711,"N I P S C O INDUSTRIES INC"
"8735","NI",1111711,"NISOURCE INC"
"8739","NIC",72013,"NICOLET INSTRUMENT CORP"
"8740","NIHD",1037016,"NII HOLDINGS INC"
"8741","NII",716644,"NATIONAL INTERGROUP INC"
"8743","NIKE",320187,"NIKE INC"
"8744","NIKU",1076641,"NIKU CORP"
"8745","NIN",887124,"NINE WEST GROUP INC"
"8746","NITE",1060749,"KNIGHT TRADING GROUP INC"
"8748","NITE",1060749,"KNIGHT CAPITAL GROUP INC"
"8749","NJR",356309,"NEW JERSEY RES"
"8754","NJR",356309,"NEW JERSEY RESOURCES CORP"
"8756","NJR",356309,"NEW JERSEY RESOURCES"
"8757","NKE",320187,"NIKE INC"
"8764","NKTR",906709,"NEKTAR THERAPEUTICS"
"8766","NL",72162,"N L INDUSTRIES INC"
"8771","NL",72162,"NL INDUSTRIES INC"
"8774","NLC",69598,"NALCO CHEMICAL CO"
"8779","NLCS",69999,"NATIONAL COMPUTER SYSTEMS INC"
"8784","NLI",906347,"N T L INC"
"8785","NLN",797658,"NEW LINE CINEMA CORP"
"8786","NLS",1078207,"NAUTILUS GROUP INC"
"8787","NLS",1078207,"NAUTILUS INC"
"8788","NLV",1035881,"GENERAL INSTRUMENT CORP DEL"
"8789","NLY",1043219,"ANNALY MORTGAGE MANAGEMENT INC"
"8790","NLY",1043219,"ANNALY MORTGAGE MANAGEMENT"
"8791","NME",70318,"NATIONAL MEDICAL ENTERPRISES INC"
"8793","NMG",819539,"NEIMAN MARCUS GROUP INC"
"8799","NMGA",819539,"NEIMAN MARCUS GROUP INC"
"8800","NMK",1079182,"NIAGARA MOHAWK POWER CORP"
"8804","NMK",1079182,"NIAGARA MOHAWK HOLDINGS INC"
"8806","NMR",1019876,"NIELSEN MEDIA RESEARCH INC"
"8807","NMSS",915866,"NMS COMMUNICATIONS CORP"
"8808","NMTC",1091226,"NUMERICAL TECHNOLOGIES INC"
"8809","NNN",751364,"COMMERCIAL NET LEASE REALTY INC"
"8810","NNS",1025361,"NEWPORT NEWS SHIPBUILDING INC"
"8813","NOB",72971,"NORWEST CORP"
"8817","NOBE",72333,"NORDSTROM INC"
"8821","NOC",1133421,"NORTHROP CORP"
"8823","NOC",1133421,"NORTHROP GRUMMAN CORP"
"8829","NOI",1021860,"NATIONAL OILWELL INC"
"8831","NOR",73088,"NORTHWESTERN CORP"
"8833","NOV",1021860,"NATIONAL OILWELL VARCO INC"
"8834","NOV",1166220,"NOVACARE INC"
"8838","NOVL",758004,"NOVELL INC"
"8846","NOVN",815838,"NOVEN PHARMACEUTICALS INC"
"8851","NOVX",1089612,"NOVA PHARMACEUTICAL CORP"
"8852","NP",1296435,"NEENAH PAPER INC"
"8853","NPBC",700733,"NATIONAL PENN BANCSHARES"
"8854","NPK",80172,"NATIONAL PRESTO INDS INC"
"8859","NPK",80172,"NATIONAL PRESTO INDUSTRIES INC"
"8862","NPO",1164863,"ENPRO INDS INC"
"8863","NPS",73088,"NORTHWESTERN PUBLIC SERVICE CO"
"8867","NPSP",890465,"NPS PHARMACEUTICALS INC"
"8868","NPT",801547,"NECO ENTERPRISES INC"
"8869","NR",71829,"NEWPARK RESOURCES INC"
"8873","NRC",775542,"N A C RE CORP"
"8875","NRD",72316,"NORD RESOURCES CORP"
"8878","NREC",775542,"N A C RE CORP"
"8879","NRG",1013871,"N R G ENERGY"
"8880","NRL",778397,"NORRELL CORP"
"8882","NRT",73104,"NORTON CO"
"8883","NSB",863517,"NORTHEAST FEDERAL CORP"
"8885","NSC",702165,"NORFOLK SOUTHERN CORP"
"8893","NSCN",1088454,"NETSCREEN TECHNOLOGIES INC"
"8894","NSCO",319645,"NETWORK SYSTEMS CORP"
"8896","NSCP",944458,"NETSCAPE COMMUNICATIONS CORP"
"8897","NSD",70564,"NATIONAL STANDARD CO"
"8900","NSH",69680,"NASHUA CORP"
"8907","NSI",70538,"NATIONAL SERVICE INDUSTRIES INC"
"8913","NSIT",932696,"INSIGHT ENTERPRISES INC"
"8916","NSM",70530,"NATIONAL SEMICONDUCTOR CORP"
"8924","NSP",72903,"NORTHERN STATES POWER CO MN"
"8928","NSP",72903,"NORTHERN STATES POWER CO"
"8929","NST",1035675,"NSTAR"
"8933","NTAP",1002047,"NETWORK APPLIANCE INC"
"8937","NTBK",1035826,"NETBANK INC"
"8938","NTEC",877902,"NEOSE TECHNOLOGIES INC"
"8940","NTGR",1122904,"NETGEAR INC"
"8941","NTIQ",1084827,"NETIQ CORP"
"8942","NTIQ",1084827,"NETIQ CORPORATION"
"8943","NTK",72423,"NORTEK INC"
"8949","NTLI",906347,"N T L INC"
"8951","NTLI",906347,"NTL INCORPORATED"
"8952","NTN",748592,"N T N COMMUNICATIONS INC"
"8954","NTOP",1086472,"NET2PHONE INC"
"8955","NTRO",1087779,"NETRO CORP"
"8956","NTRS",73124,"NORTHERN TRUST CORP"
"8964","NTY",70793,"NBTY INC"
"8966","NU",72741,"NORTHEAST UTILITIES"
"8974","NUAN",1102556,"NUANCE COMMUNICATIONS INC"
"8975","NUE",73309,"NUCOR CORP"
"8983","NUI",1105192,"NUI CORP"
"8985","NUS",1021561,"NU SKIN ENTERPRISES INC"
"8988","NVDA",1045810,"NVIDIA CORP"
"8990","NVDA",1045810,"NVIDIA CORPORATION"
"8991","NVLS",836106,"NOVELLUS SYSTEMS INC"
"8998","NVP",741508,"NEVADA POWER CO"
"9003","NVR",906163,"NVR INC"
"9006","NWAC",1058033,"NORTHWEST AIRLINES CORP"
"9010","NWEC",73088,"NORTHWESTERN CORP"
"9011","NWK",752431,"NETWORK EQUIPMENT TECHNOLOGIES"
"9013","NWK",752431,"NETCOM"
"9014","NWK",752431,"NETWORK EQUIPMENT TECHNOLOGIES NET COM"
"9015","NWK",752431,"NETWORK EQUIPMENT TECHNOLOGIES INC"
"9016","NWL",814453,"NEWELL COMPANY"
"9020","NWL",814453,"NEWELL RUBBERMAID INC"
"9024","NWN",73020,"NORTHWEST NATURAL GAS CO"
"9027","NWN",841528,"N W N L COMPANIES INC"
"9028","NWNG",73020,"NORTHWEST NATURAL GAS CO"
"9033","NWNL",841528,"N W N L COMPANIES INC"
"9034","NWSB",1042064,"NORTHWEST BANCORP INC"
"9035","NWSW",73093,"NORTHWESTERN STEEL & WIRE CO"
"9037","NX",276889,"QUANEX CORP"
"9044","NXCD",1081015,"NEXTCARD INC"
"9045","NXL",798288,"NEW PLAN EXCEL REALTY TRUST"
"9046","NXL",798288,"NEW PLAN EXCEL REALTY TRUST INC"
"9047","NXTL",824169,"NEXTEL COMMUNICATIONS INC"
"9051","NXTP",1085707,"NEXTEL PARTNERS INC"
"9053","NYB",910073,"NEW YORK COMMUNITY BANCORP INC"
"9055","NYCB",910073,"NEW YORK COMMUNITY BANCORP INC"
"9056","NYFX",99047,"NYFIX INC"
"9058","NYN",732714,"NYNEX CORP"
"9061","NYT",71691,"NEW YORK TIMES CO"
"9066","NYT",71691,"THE NEW YORK TIMES CO"
"9067","NYTA",71691,"NEW YORK TIMES CO"
"9069","O",726728,"REALTY INCOME CORP"
"9071","OAK",73568,"OAK INDUSTRIES INC"
"9076","OAT",81371,"QUAKER OATS CO"
"9081","OC",74931,"ORION CAPITAL CORP"
"9085","OCA",931702,"ORTHODONTIC CENTERS OF AMER INC"
"9087","OCA",931702,"ORTHODONTIC CENTERS OF AMERICA INC"
"9089","OCAI",931702,"OCA INC"
"9090","OCAS",73952,"OHIO CASUALTY CORP"
"9098","OCF",75234,"OWENS CORNING FIBERGLAS CORP"
"9101","OCN",873860,"OCWEN FINANCIAL CORP"
"9104","OCQ",74585,"ONEIDA LTD"
"9111","OCR",353230,"OMNICARE INC"
"9119","OCTL",792723,"OCTEL COMMUNICATIONS CORP"
"9122","ODFL",878927,"OLD DOMINION FREIGHT LINE INC"
"9123","ODP",800240,"OFFICE DEPOT INC"
"9130","ODR",73722,"OCEAN DRILLING & EXPL CO"
"9131","ODSY",1129623,"ODYSSEY HEALTHCARE INC"
"9133","OEA",73864,"O E A INC"
"9137","OEC",1031296,"OHIO EDISON CO"
"9140","OEI",320321,"OCEAN ENERGY INC"
"9142","OFIS",934852,"U S OFFICE PRODUCTS CO"
"9144","OG",73902,"OGDEN CORP"
"9149","OGE",1021635,"OKLAHOMA GAS & ELEC CO"
"9152","OGE",1021635,"O G E ENERGY CORP"
"9154","OGE",1021635,"OGE ENERGY CORP"
"9157","OH",73609,"OAKWOOD HOMES CORP"
"9163","OHM",788964,"O H M CORP"
"9167","OHP",865084,"OXFORD HEALTH PLANS INC"
"9169","OI",812074,"OWENS ILL INC"
"9173","OI",812074,"OWENS ILLINOIS INC"
"9176","OII",73756,"OCEANEERING INTERNATIONAL INC"
"9182","OII",73756,"OCEANEERING INTERNATIONAL"
"9183","OIL",1009404,"TRITON ENERGY CORP"
"9186","OIS",1121484,"OIL STATES INTERNATIONAL INC"
"9187","OK",746969,"OLD KENT FINANCIAL CORP"
"9188","OKE",1039684,"ONEOK INC"
"9191","OKE",1039684,"ONEOK INC NEW"
"9196","OKEN",746969,"OLD KENT FINANCIAL CORP"
"9200","OLDB",707179,"OLD NATIONAL BANCORP"
"9201","OLDR",74260,"OLD REPUBLIC INTERNATIONAL CORP"
"9202","OLG",73887,"OFFSHORE LOGISTICS INC"
"9203","OLG",73887,"OFFSHORE LOGISTICS"
"9204","OLN",74303,"OLIN CORP"
"9212","OLOG",73887,"OFFSHORE LOGISTICS INC"
"9215","OLS",74386,"OLSTEN CORP"
"9220","OM",75149,"OUTBOARD MARINE CORP"
"9223","OMC",29989,"OMNICOM GROUP INC"
"9231","OMG",899723,"OM GROUP INC"
"9234","OMI",75252,"OWENS & MINOR INC"
"9236","OMI",75252,"OWENS & MINOR INC NEW"
"9242","OMM",732780,"O M I CORP"
"9245","OMN",1090061,"OMNOVA SOLUTIONS INC"
"9248","OMP",899723,"O M GROUP INC"
"9250","OMPT",1002532,"OMNIPOINT CORP"
"9252","OMX",929428,"OFFICEMAX INC"
"9256","ONB",707179,"OLD NATIONAL BANCORP"
"9258","ONBK",846609,"ONBANCORP INC"
"9259","ONE",1067092,"BANC ONE CORP"
"9263","ONE",1067092,"BANK ONE CORP"
"9266","ONNN",1097864,"ON SEMICONDUCTOR CORP"
"9267","ONNN",1097864,"ON SEMICONDUCTOR CORPORATION"
"9268","ONXX",1012140,"ONYX PHARMACEUTICALS INC"
"9269","OO",946356,"OAKLEY INC"
"9270","OO",946356,"OAKLEY"
"9271","OPC",35590,"ORION PICTURES CORP"
"9272","OPSW",1100813,"OPSWARE INC"
"9273","OPWV",1082506,"OPENWAVE SYSTEMS INC"
"9276","ORB",820736,"ORBITAL SCIENCES CORP"
"9280","ORBI",820736,"ORBITAL SCIENCES CORP"
"9281","ORCL",1341439,"ORACLE SYSTEMS CORP"
"9283","ORCL",1341439,"ORACLE CORP"
"9289","ORCO",74702,"OPTICAL RADIATION CORP"
"9291","OREM",74856,"OREGON METALLURGICAL CORP"
"9292","ORG",779733,"ORGANOGENESIS INC"
"9293","ORH",1137048,"ODYSSEY RE HOLDINGS CORP"
"9295","ORI",74260,"OLD REPUBLIC INTERNATIONAL CORP"
"9302","ORLY",898173,"O REILLY AUTOMOTIVE INC"
"9304","ORLY",898173,"O'REILLY AUTOMOTIVE INC"
"9307","ORND",719242,"ORNDA HEALTHCORP"
"9308","ORU",74778,"ORANGE & ROCKLAND UTILS INC"
"9311","ORX",836442,"ORYX ENERGY CO"
"9315","OS",830260,"OREGON STEEL MILLS INC"
"9322","OSG",75208,"OVERSEAS SHIPHOLDING GROUP INC"
"9330","OSI",705406,"ON LINE SOFTWARE INTL INC"
"9331","OSI",874691,"OUTBACK STEAKHOUSE INC"
"9334","OSI",874534,"OUTDOOR SYSTEMS INC"
"9336","OSIP",729922,"OSI PHARMACEUTICALS INC"
"9337","OSK",775158,"OSHKOSH TRUCK CORP"
"9339","OSL",75072,"O SULLIVAN CORP"
"9341","OSSI",874691,"OUTBACK STEAKHOUSE INC"
"9344","OSTE",874734,"OSTEOTECH INC"
"9347","OSTN",74273,"OLD STONE CORP"
"9348","OTRKB",775158,"OSHKOSH TRUCK CORP"
"9354","OTTR",75129,"OTTER TAIL POWER CO"
"9359","OTTR",75129,"OTTER TAIL CORP"
"9361","OTTR",75129,"OTTER TAIL CORPORATION"
"9362","OV",351616,"ONE VALLEY BANCORP INC"
"9363","OVNT",1061859,"OVERNITE"
"9364","OVTI",1106851,"OMNIVISION TECHNOLOGIES INC"
"9365","OWC",75234,"OWENS CORNING"
"9367","OXE",317814,"O E C MEDICAL SYSTEMS INC"
"9370","OXHP",865084,"OXFORD HEALTH PLANS INC"
"9372","OXM",75288,"OXFORD INDUSTRIES INC"
"9380","OXY",797468,"OCCIDENTAL PETROLEUM CORP"
"9388","P",1163165,"PHILLIPS PETROLEUM CO"
"9394","PA",831001,"PRIMERICA CORP NEW"
"9396","PA",1310897,"PANAMSAT HOLDING CORP"
"9397","PAC",732716,"PACIFIC TELESIS GROUP"
"9400","PACCB",5513,"PROVIDENT LIFE & ACC INS CO AMER"
"9401","PACR",1091735,"PACER INTERNATIONAL INC"
"9402","PAGE",878324,"PAGING NETWORK INC"
"9405","PAIR",910032,"PAIRGAIN TECHNOLOGIES INC"
"9407","PALM",1100389,"PALM INC"
"9409","PARC",726957,"PARK COMMUNICATIONS INC"
"9411","PAS",1084230,"PEPSIAMERICAS INC"
"9414","PAT",778946,"PATTEN CORP"
"9417","PATH",1027532,"AMERIPATH INC"
"9418","PAX",923877,"PAXSON COMMUNICATIONS CORP"
"9420","PAY",882741,"S P S TRANSACTION SERVICES INC"
"9421","PAYX",723531,"PAYCHEX INC"
"9429","PBCT",906111,"PEOPLE'S BANK"
"9433","PBEN",81199,"PURITAN BENNETT CORP"
"9436","PBG",1076405,"PEPSI BOTTLING GROUP INC"
"9438","PBG",1076405,"THE PEPSI BOTTLING GROUP INC"
"9439","PBI",78814,"PITNEY BOWES INC"
"9447","PBKS",818969,"PROVIDENT BANKSHARES CORP"
"9450","PBY",77449,"PEP BOYS MANNY MOE & JACK"
"9457","PBY",77449,"THE PEP BOYS MANNY MOE & JACK"
"9458","PC",1042046,"PENN CENTRAL CORP"
"9460","PCAR",75362,"PACCAR INC"
"9468","PCBC",357264,"PACIFIC CAPITAL BANCORP"
"9470","PCCW",909832,"PRICE COSTCO INC"
"9471","PCG",1004980,"PACIFIC GAS & ELEC CO"
"9474","PCG",1004980,"P G & E CORP"
"9476","PCG",1004980,"PG&E CORP"
"9479","PCH",79716,"POTLATCH CORP"
"9487","PCI",44482,"PARAMOUNT COMMUNICATIONS INC"
"9489","PCL",849213,"PLUM CREEK TIMBER CO INC"
"9490","PCL",849213,"PLUM CREEK TIMBER COMPANY INC"
"9491","PCLB",909832,"PRICE CO"
"9493","PCLE",774695,"PINNACLE SYSTEMS INC"
"9495","PCLN",1075531,"PRICELINECOM INC"
"9496","PCLN",1075531,"PRICELINE COM INC"
"9498","PCMS",935493,"P COM INC"
"9500","PCO",78890,"PITTSTON COMPANY"
"9501","PCO",1159119,"PREMCOR INC"
"9502","PCOM",935493,"P COM INC"
"9503","PCP",79958,"PRECISION CASTPARTS CORP"
"9511","PCR",77543,"PERINI CORP"
"9514","PCS",76744,"PAYLESS CASHWAYS INC"
"9515","PCTI",1057083,"PCTEL INC"
"9517","PCTL",755095,"PICTURETEL CORP"
"9520","PD",78066,"PHELPS DODGE CORP"
"9528","PDCO",891024,"PATTERSON DENTAL CO"
"9532","PDCO",891024,"PATTERSON COS INC"
"9533","PDE",833081,"PRIDE INTERNATIONAL INC"
"9538","PDLI",882104,"PROTEIN DESIGN LABS INC"
"9543","PDLI",882104,"PDL BIOPHARMA INC"
"9544","PDP",1038357,"PARKER & PARSLEY PETROLEUM CO"
"9545","PDQ",80293,"PRIME MOTOR INNS INC"
"9546","PDQ",80293,"PRIME HOSPITALITY CORP"
"9550","PDX",893949,"PEDIATRIX MEDICAL GROUP"
"9552","PDX",893949,"PEDIATRIX MEDICAL GROUP INC"
"9555","PE",1109357,"PHILADELPHIA ELECTRIC CO"
"9557","PE",1109357,"P E C O ENERGY CO"
"9560","PEB",77551,"PE CORP"
"9561","PEET",917968,"PEET'S COFFEE & TEA INC"
"9562","PEG",788784,"PUBLIC SERVICE ENTERPRISE GROUP"
"9567","PEG",788784,"PUBLIC SERVICE ENTERPRISE GROUP INC"
"9570","PEGS",1040261,"PEGASUS SOLUTIONS INC"
"9572","PEGS",1040261,"PEGASUS SOLUTIONS"
"9573","PEI",77281,"PENNSYLVANIA REAL ESTATE INVESTMENT TRUST"
"9574","PEL",351696,"PANHANDLE EASTERN CORP"
"9577","PENG",318107,"PRIMA ENERGY CORP"
"9578","PENN",921738,"PENN NATIONAL GAMING INC"
"9580","PENX",739608,"PENFORD CORP"
"9585","PEP",77476,"PEPSICO INC"
"9593","PER",894253,"PEROT SYSTEMS CORP"
"9595","PESC",842815,"POOL ENERGY SERVICES CO"
"9597","PET",1032208,"PACIFIC ENTERPRISES"
"9601","PETC",888455,"PETCO ANIMAL SUPPLIES INC"
"9605","PETM",863157,"PETSMART INC"
"9609","PETM",863157,"PETSMART"
"9610","PFCB",1039889,"P F CHANG'S CHINA BISTRO INC"
"9611","PFCB",1039889,"P F CHANG"
"9612","PFCP",815275,"PERPETUAL FINANCIAL CORPORATION"
"9613","PFE",78003,"PFIZER INC"
"9621","PFG",890449,"PENNCORP FINANCIAL GROUP INC"
"9623","PFG",1126328,"PRINCIPAL FINANCIAL GROUP INC"
"9625","PFGC",908254,"PERFORMANCE FOOD GROUP CO"
"9628","PFGI",316770,"PROVIDENT FINANCIAL GROUP INC"
"9632","PFS",1178970,"PROVIDENT FINANCIAL SERVICES INC"
"9633","PFT",812900,"PROFFITTS INC"
"9634","PG",80424,"PROCTER & GAMBLE CO"
"9641","PG",80424,"THE PROCTER & GAMBLE COMPANY"
"9642","PGA",948850,"PERSONNEL GROUP OF AMERICA INC"
"9644","PGG",311048,"PAGE AMERICA GROUP INC"
"9645","PGI",79209,"PLY GEM INDUSTRIES INC"
"9647","PGL",77385,"PEOPLES ENERGY CORP"
"9655","PGN",882287,"PARAGON HEALTH NETWORK INC"
"9656","PGN",79636,"PORTLAND GENERAL CORP"
"9659","PGN",1094093,"PROGRESS ENERGY INC"
"9662","PGR",80661,"PROGRESSIVE CORP OH"
"9667","PGR",80661,"PROGRESSIVE CORP"
"9669","PGR",80661,"THE PROGRESSIVE CORP"
"9670","PGS",81025,"PUBLIC SERVICE CO OF NC INC"
"9672","PGTV",1135338,"PEGASUS COMMUNICATIONS CORP"
"9673","PH",76334,"PARKER HANNIFIN CORP"
"9681","PHA",67686,"PHARMACIA CORP"
"9682","PHB",78716,"PIONEER HI BRED INTL INC"
"9684","PHBK",829750,"PEOPLES HERITAGE FINL GROUP INC"
"9686","PHCC",1037975,"PRIORITY HEALTHCARE CORP"
"9688","PHH",77776,"P H H CORP"
"9691","PHL",205778,"PHILIPS INDUSTRIES INC"
"9692","PHLY",909109,"PHILADELPHIA CONSOLIDATED HOLDING CORP"
"9694","PHM",822416,"P H M CORP"
